date,p_state_0,p_state_1,hard_state,max_prob
2011-02-02,0.9991584185516339,0.0008415814483661192,0,0.9991584185516339
2011-02-03,0.9996731101715265,0.0003268898284734703,0,0.9996731101715265
2011-02-04,0.9996866977904163,0.00031330220958366943,0,0.9996866977904163
2011-02-07,0.9995846737667088,0.0004153262332911808,0,0.9995846737667088
2011-02-08,0.999673362525191,0.00032663747480895166,0,0.999673362525191
2011-02-09,0.9996474258758111,0.00035257412418890686,0,0.9996474258758111
2011-02-10,0.999576516664311,0.0004234833356890201,0,0.999576516664311
2011-02-11,0.9996046242327081,0.00039537576729182204,0,0.9996046242327081
2011-02-14,0.9996774063637965,0.0003225936362034769,0,0.9996774063637965
2011-02-15,0.9996474981823417,0.0003525018176583263,0,0.9996474981823417
2011-02-16,0.9995664066486821,0.0004335933513178649,0,0.9995664066486821
2011-02-17,0.9996770998170895,0.00032290018291042096,0,0.9996770998170895
2011-02-18,0.9996608777125336,0.00033912228746635315,0,0.9996608777125336
2011-02-22,0.058936066284744605,0.9410639337152555,1,0.9410639337152555
2011-02-23,0.9608382117112594,0.039161788288740444,0,0.9608382117112594
2011-02-24,0.9992892456540233,0.0007107543459766651,0,0.9992892456540233
2011-02-25,0.9978137887780466,0.0021862112219534226,0,0.9978137887780466
2011-02-28,0.9995765909331719,0.0004234090668281121,0,0.9995765909331719
2011-03-01,0.7327397788022679,0.26726022119773213,0,0.7327397788022679
2011-03-02,0.9978281800497942,0.0021718199502057415,0,0.9978281800497942
2011-03-03,0.7976217052689502,0.20237829473104943,0,0.7976217052689502
2011-03-04,0.9957558828884047,0.004244117111595313,0,0.9957558828884047
2011-03-07,0.9989366154667623,0.0010633845332377507,0,0.9989366154667623
2011-03-08,0.9989887180733372,0.0010112819266628896,0,0.9989887180733372
2011-03-09,0.9995609622310863,0.000439037768913762,0,0.9995609622310863
2011-03-10,0.22536916836063983,0.7746308316393606,1,0.7746308316393606
2011-03-11,0.973811140233765,0.026188859766235004,0,0.973811140233765
2011-03-14,0.9989266875358781,0.001073312464121903,0,0.9989266875358781
2011-03-15,0.9920161355610655,0.007983864438934375,0,0.9920161355610655
2011-03-16,0.1565130186060365,0.8434869813939634,1,0.8434869813939634
2011-03-17,0.49940115462053436,0.500598845379466,1,0.500598845379466
2011-03-18,0.9891048247254085,0.010895175274591566,0,0.9891048247254085
2011-03-21,0.8466236530151345,0.15337634698486544,0,0.8466236530151345
2011-03-22,0.997011913093148,0.002988086906852101,0,0.997011913093148
2011-03-23,0.9993023481746955,0.0006976518253045145,0,0.9993023481746955
2011-03-24,0.9972430282548334,0.00275697174516667,0,0.9972430282548334
2011-03-25,0.9993165770015104,0.0006834229984895654,0,0.9993165770015104
2011-03-28,0.9992809401144441,0.0007190598855559027,0,0.9992809401144441
2011-03-29,0.9992347479843733,0.0007652520156267866,0,0.9992347479843733
